pubmed,4,0.1,0.7651
pubmed,4,0.01,0.7330
pubmed,4,0.01,0.7555
pubmed,4,0.01,0.8648
pubmed,4,0.01,0.8133
computers,4,0.01,0.8617
computers,4,0.01,0.8549
cora,4,0.01,0.8458
cora,4,0.01,0.7384
cora,4,0.01,0.8356
cora,4,0.01,0.7292
cora,4,0.01,0.8523
cora,4,0.01,0.7454
cora,4,0.01,0.8421
cora,4,0.01,0.7708
cora,4,0.01,0.8294
cora,4,0.01,0.7202
cora,4,0.01,0.8294
cora,4,0.01,0.7202
cora,4,0.01,0.8294
cora,4,0.01,0.7346
cora,4,0.01,0.8294
cora,4,0.01,0.8294
cora,4,0.01,0.7572
cora,4,0.01,0.8294
cora,4,0.01,0.7428
cora,4,0.01,0.8294
cora,4,0.01,0.7428
cora,4,0.01,0.8294
cora,4,0.01,0.7387
cora,4,0.01,0.8294
cora,4,0.01,0.7346
cora,4,0.01,0.8294
cora,4,0.01,0.7202
cora,4,0.01,0.8294
cora,4,0.01,0.7305
cora,4,0.01,0.8294
cora,4,0.01,0.7305
cora,4,0.01,0.8294
cora,4,0.01,0.8294
cora,4,0.01,0.7346
cora,4,0.01,0.8294
cora,4,0.01,0.7202
cora,4,0.01,0.8294
cora,4,0.01,0.8294
cora,4,0.01,0.7346
cora,4,0.01,0.8294
cora,4,0.01,0.8294
cora,4,0.01,0.7346
cora,4,0.01,0.8294
cora,4,0.01,0.7346
cora,4,0.01,0.8491
cora,4,0.01,0.7634
cora,4,0.01,0.8515
cora,4,0.01,0.7675
cora,4,0.01,0.8523
cora,4,0.01,0.7675
cora,4,0.01,0.8523
cora,4,0.01,0.8515
cora,4,0.01,0.8515
cora,4,0.01,0.7675
cora,4,0.01,0.8515
cora,4,0.01,0.7675
cora,4,0.01,0.8507
cora,4,0.01,0.7963
computers,4,0.01,0.8602
computers,4,0.01,0.8496
cora,4,0.01,0.8441
cora,4,0.01,0.7984
cora,4,0.01,0.8605
cora,4,0.01,0.8597
cora,4,0.01,0.8491
cora,4,0.01,0.8491
cora,4,0.01,0.8491
cora,4,0.01,0.7510
cora,4,0.01,0.8491
cora,4,0.01,0.7510
cora,4,0.01,0.8491
cora,4,0.01,0.7510
cora,4,0.01,0.8491
cora,4,0.01,0.7510
cora,4,0.01,0.8515
cora,4,0.01,0.7572
cora,4,0.01,0.8523
cora,4,0.01,0.7593
cora,4,0.01,0.8515
cora,4,0.01,0.8515
cora,4,0.01,0.7654
cora,4,0.01,0.8523
cora,4,0.01,0.8515
cora,4,0.01,0.7654
